"customer_id","recency","frequency","amount","rankR","rankF","rankM","score"
"5780efc5d3cde8ba3c38a541",45,1,2.42982098609683,"5",1,"1","511"
"57816190d3cde8b93c38a5d5",7,2,0.760504201680673,"5",1,"1","511"
"578233afd2cde89128b5f09e",44,1,4.97478991596639,"5",1,"1","511"
"5782400ad4cde8572496f4a2",4,5,11.6061375745581,"5",1,"1","511"
"578246b8d4cde8367696f2b7",44,1,9.99693325155338,"5",1,"1","511"
"57829ed3d4cde89f4f96f2d5",44,1,6.99785327608736,"5",1,"1","511"
"5783649bd3cde8903138a42d",43,1,7.48520847274582,"5",1,"1","511"
"578368cdd4cde86a0e96f383",43,1,2.075,"5",1,"1","511"
"578386c5d2cde80437b5ef5e",43,1,8.39495798319328,"5",1,"1","511"
"57838a4dd3cde89a3138a5f0",43,1,5.3781512605042,"5",1,"1","511"
"57838efcd2cde89637b5f010",43,1,8.99723992639804,"5",1,"1","511"
"57839095d3cde89a3138a63c",43,1,9.66386554621849,"5",1,"1","511"
"5783ad75d3cde8247b38a428",43,1,11.9479464590643,"5",1,"1","511"
"5783d519d4cde8470996f35c",43,1,4.92587270969745,"5",1,"1","511"
"5783e035d2cde85c06b5f0b8",43,1,11.996319901864,"5",1,"1","511"
"5783eec0d4cde83c0996f4bb",43,1,11.9773628969123,"5",1,"1","511"
"5783fba5d4cde8533796f378",43,1,11.996319901864,"5",1,"1","511"
"578496fcd4cde86e5396f341",42,1,2.45308460942933,"5",1,"1","511"
"57849a25d2cde8155bb5ef42",42,1,4.92587270969745,"5",1,"1","511"
"5784bb64d2cde87b68b5efeb",42,1,4.19327731092437,"5",1,"1","511"
"5784deaed4cde89b5c96f47d",42,1,10.8369199613344,"5",1,"1","511"
"57850347d2cde8753cb5ef96",42,1,4.20168067226891,"5",1,"1","511"
"57850dd4d2cde8573cb5efb1",42,1,0.672268907563026,"5",1,"1","511"
"57851fe4d4cde89161a4d697",42,1,7.075,"5",1,"1","511"
"578538f0d3cde8fd5969425e",42,1,11.3445378151261,"5",1,"1","511"
"57854160d3cde81a0b694013",42,1,12.0833333333333,"5",1,"1","511"
"57857120d2cde86d216d07d3",42,1,5.08338965418994,"5",1,"1","511"
"5785e082d4cde8fe6ca4d6c7",40,1,9.99693325155338,"5",1,"1","511"
"57863962d4cde81776a4d60e",41,1,5.38981330361053,"5",1,"1","511"
"5786482fd2cde88a25934429",41,1,11.9773628969123,"5",1,"1","511"
"5786b48ad4cde8a612bb6dc6",41,1,10.0462316476633,"5",1,"1","511"
"5786bbcdd4cde8ca12bb6d5d",41,1,11.3445378151261,"5",1,"1","511"
"578756c4d3cde87714aa827d",40,1,2.47919889025585,"5",1,"1","511"
"57876f5ad4cde83d559e85ce",40,1,11.9479464590643,"5",1,"1","511"
"578778f7d2cde82959323dc5",13,3,10.5309958728456,"5",1,"1","511"
"5787c482d3cde8e25f1deb4d",6,4,11.925785477083,"5",1,"1","511"
"5787d3aed2cde8154dd18318",40,1,11.9479464590643,"5",1,"1","511"
"5787ea4dd3cde848121dea55",40,1,6.72268907563025,"5",1,"1","511"
"5787f48bd2cde8294dd18406",40,1,4.97478991596639,"5",1,"1","511"
"5787ff76d2cde8554dd184de",40,1,7.45750991486599,"5",1,"1","511"
"57880ecdd4cde8810359e731",40,1,2.47919889025585,"5",1,"1","511"
"5788b10dd2cde8132ed18318",39,1,0.892546933199429,"5",1,"1","511"
"5788c455d2cde81c2ed1834d",39,1,4.19327731092437,"5",1,"1","511"
"5788fc9dd2cde81f2ed18466",39,1,7.45750991486599,"5",1,"1","511"
"57890b95d4cde8f46359e9a0",39,1,7.94117647058824,"5",1,"1","511"
"57891529d2cde88306d18399",39,1,11.9831932773109,"5",1,"1","511"
"578955e7d3cde882551deac2",39,1,11.5310816305784,"5",1,"1","511"
"578a0f17d3cde81a181deae0",38,1,2.88454823100637,"5",1,"1","511"
"578a2c72d3cde86f491de9fc",38,1,5,"5",1,"1","511"
"578a9010d2cde8a858d18375",38,1,11.9844156876777,"5",1,"1","511"
"578b6c6fd4cde8f15359e87f",37,1,2.4853028011093,"5",1,"1","511"
"578ba457d2cde8f467d18482",37,1,4.20168067226891,"5",1,"1","511"
"578bacccd2cde8f467d184dc",37,1,4.61344537815126,"5",1,"1","511"
"578c98c8d4cde8913559e746",36,1,5.00840336134454,"5",1,"1","511"
"578c9b78d3cde8a51e1dea4c",36,1,11.3445378151261,"5",1,"1","511"
"578cd9d4d3cde8b860a2aa8a",36,1,2.4453781512605,"5",1,"1","511"
"578d4535d2cde8fe4edcb6d1",36,1,9.15966386554622,"5",1,"1","511"
"578d4687d3cde88c4fdd71c8",36,1,7.13445378151261,"5",1,"1","511"
"578d4d9ad4cde85062568c92",36,1,2.46937984851842,"5",1,"1","511"
"578dc5acd4cde8ad4f568d29",35,1,0.401081100194034,"5",1,"1","511"
"578deb08d3cde8fa6465aab0",35,1,4.95859407333016,"5",1,"1","511"
"578df11dd4cde8817f0fed64",35,1,12.032433005821,"5",1,"1","511"
"578dfbd4d3cde8fa6465ab95",35,1,10.0270275048508,"5",1,"1","511"
"578e0725d4cde805350fec66",35,1,2.875,"5",1,"1","511"
"578e1aa4d2cde8202520f84f",35,1,4.20168067226891,"5",1,"1","511"
"578e24d9d2cde8ab2420f875",35,1,5.88235294117647,"5",1,"1","511"
"578e298bd2cde8fd2420f89a",35,1,5.88235294117647,"5",1,"1","511"
"578e30fad2cde8bf2420f8d9",35,1,4.68155276224519,"5",1,"1","511"
"578e3725d3cde8871865aa7b",35,1,11.3445378151261,"5",1,"1","511"
"578e5229d4cde8dc7b0fecde",35,1,2.48022688893416,"5",1,"1","511"
"578e980bd4cde8f32d0fed8c",35,1,9.99393839202072,"5",1,"1","511"
"578eac9ad3cde8041665aa2e",35,1,10.0270275048508,"5",1,"1","511"
"578f2353d4cde8d25b0fec82",34,1,5.03361344537815,"5",1,"1","511"
"578f4f02d2cde8736220f894",34,1,4.20168067226891,"5",1,"1","511"
"578f6285d2cde8a96220f8a6",34,1,3.99757535680829,"5",1,"1","511"
"578f7bfbd2cde8666920f8e0",34,1,8.05808992846699,"5",1,"1","511"
"578f8f89d2cde8bf2920f84e",34,1,11.2268907563025,"5",1,"1","511"
"578faf4dd3cde81e3765a9a4",34,1,8.31932773109244,"5",1,"1","511"
"5790cfccd2cde81279098ad5",33,1,10.6487394957983,"5",1,"1","511"
"5790e566d3cde86e64a5e1c3",33,1,7.52100840336134,"5",1,"1","511"
"579139f1d4cde828774a5fa4",33,1,7.48569594044792,"5",1,"1","511"
"5791f39cd2cde8d01517a3b4",32,1,5.33338432197046,"5",1,"1","511"
"5792192fd3cde8880da5e173",32,1,2.48017848230937,"5",1,"1","511"
"57924dedd3cde8e60da5e290",32,1,5.83333333333333,"5",1,"1","511"
"5792575ed4cde8f2344a5f62",32,1,2.48315833106698,"5",1,"1","511"
"57927d2fd4cde8c2344a6010",32,1,4.45378151260504,"5",1,"1","511"
"57932815d3cde86d15a5e17d",31,1,9.49579831932773,"5",1,"1","511"
"579335d8d3cde86d15a5e20f",31,1,4.49741411642398,"5",1,"1","511"
"579354e3d3cde89f15a5e2f0",31,1,11.8367849022463,"5",1,"1","511"
"57935a7ad4cde8d23f4a5f43",31,1,11.5662807761291,"5",1,"1","511"
"5793abe7d3cde83349a5e23a",31,1,7.47041711538967,"5",1,"1","511"
"5793de67d2cde8dd1517a2b3",27,1,7.7,"5",1,"1","511"
"57947c8ad2cde8663f17a2c0",30,1,9.125,"5",1,"1","511"
"5794919dd3cde8864ba5e35b",30,1,9.96055615385289,"5",1,"1","511"
"579501b4d2cde8751417a3df",30,1,7.9327731092437,"5",1,"1","511"
"5795154ed2cde8861817a435",8,2,10.8403361344538,"5",1,"1","511"
"57963b40d2cde8bd184b9801",29,1,7.075,"5",1,"1","511"
"5796831bd4cde8777dab8fc3",7,1,3.75,"5",1,"1","511"
"579716bed3cde84a6d893d2b",28,1,8.39495798319328,"5",1,"1","511"
"57972a05d2cde8bc734b98c9",28,1,6.36666666666667,"5",1,"1","511"
"57973eefd3cde8b31b893d0a",28,1,6.97012780347765,"5",1,"1","511"
"57976e35d3cde8c11b893dcf",28,1,10.7025210084034,"5",1,"1","511"
"5797cde8d4cde82d4cab8f83",28,1,3.35294117647059,"5",1,"1","511"
"5797dfc6d4cde8f407ab8df5",28,1,11.8810239239362,"5",1,"1","511"
"5797ed62d3cde8950c893e68",28,1,0.693059728896278,"5",1,"1","511"
"57988ccbd3cde81939893e65",27,1,11.8348008618671,"5",1,"1","511"
"579897fdd3cde8a539893e35",27,1,9.57142857142857,"5",1,"1","511"
"57999c9fd2cde873226649da",26,1,9.47058823529412,"5",1,"1","511"
"5799b851d2cde876236648e5",26,1,5.83333333333333,"5",1,"1","511"
"5799f202d2cde828636648b9",26,1,11.8348008618671,"5",1,"1","511"
"579a1c11d2cde83d760d3507",19,1,10.4083333333333,"5",1,"1","511"
"579a2b10d4cde8e870d58378",26,1,2.52100840336134,"5",1,"1","511"
"579afd9ed2cde8077f15e011",25,1,10.0840336134454,"5",1,"1","511"
"579b320ad3cde8b66a5b1e72",18,1,7.35923978404664,"5",1,"1","511"
"579b344cd3cde8ae6a5b1e93",25,1,7.38812657648542,"5",1,"1","511"
"579b3e8ad2cde8192d4ef008",25,1,4.91986270968196,"5",1,"1","511"
"579bd04dd4cde8fa73e4eb96",25,1,7.36995433910357,"5",1,"1","511"
"579c4197d4cde89e5fe4eaef",24,1,4.9319937092693,"5",1,"1","511"
"579c7ae2d2cde8e67af5c915",24,1,6.51260504201681,"5",1,"1","511"
"579c9dc5d4cde84f7be4eb1b",24,1,2.35294117647059,"5",1,"1","511"
"579cd422d2cde81e3ff5c8ea",24,1,8.85575287742752,"5",1,"1","511"
"579da794d4cde89c78e4eb0e",14,1,3.26050420168067,"5",1,"1","511"
"579dd21cd3cde84e63a80802",23,1,5.40200925523079,"5",1,"1","511"
"579dddd8d4cde8f33de4eb09",23,1,4.91273843665552,"5",1,"1","511"
"579dfd40d3cde8fe28a80782",23,1,2.45009162942162,"5",1,"1","511"
"579e67d6d2cde8085ef5c953",23,1,7.45846462856496,"5",1,"1","511"
"579efabad4cde8426e5616d5",22,1,5.88235294117647,"5",1,"1","511"
"579f05b5d2cde8960e299c68",22,1,5,"5",1,"1","511"
"579f2450d4cde8b81a5616a9",22,1,10.6666666666667,"5",1,"1","511"
"579f3622d3cde88847b2d7a9",22,1,10.4957983193277,"5",1,"1","511"
"579faa09d4cde8dd22cbe13e",13,2,4.76183906820196,"5",1,"1","511"
"579fb046d3cde89d46f9761d",22,1,0.396409117520925,"5",1,"1","511"
"579fb497d3cde89c46f976a4",22,1,4.19327731092437,"5",1,"1","511"
"579fbd7fd4cde83623cbe256",22,1,4.97894835017687,"5",1,"1","511"
"579fbdf7d3cde8ca46f97708",22,1,7.48333333333333,"5",1,"1","511"
"579fc2bad2cde813411d6978",22,1,2.46764675656775,"5",1,"1","511"
"57a0572dd2cde8ce741d6839",21,1,0.773109243697479,"5",1,"1","511"
"57a0852ad4cde8b30fc52ae1",21,1,5.87394957983193,"5",1,"1","511"
"57a09a85d2cde83537256fa7",21,1,2.4453781512605,"5",1,"1","511"
"57a0cc3fd4cde8723e2a3400",21,1,7.29166666666667,"5",1,"1","511"
"57a0e9d1d2cde80003e5e2ae",21,1,4.97894835017687,"5",1,"1","511"
"57a102edd3cde831021e9bbb",21,1,8.65546218487395,"5",1,"1","511"
"57a17a7fd3cde8305b7e724b",20,1,1.2436974789916,"5",1,"1","511"
"57a1a234d2cde8c04fd4287a",20,1,4.19327731092437,"5",1,"1","511"
"57a1a598d2cde8e15fc905d3",20,1,5.9647801235119,"5",1,"1","511"
"57a1ab82d3cde89c44d949fb",20,1,5.4453781512605,"5",1,"1","511"
"57a1b7d2d3cde86c59ea0007",20,1,4.91056009513442,"5",1,"1","511"
"57a1d794d2cde85504b7fcd4",20,1,2.45641096027695,"5",1,"1","511"
"57a22c1cd4cde8c63466c69a",8,2,8.54138385793603,"5",1,"1","511"
"57a24175d4cde8dc6566c613",20,1,11.7907726093294,"5",1,"1","511"
"57a26751d4cde8b36566c6f1",20,1,2.90833333333333,"5",1,"1","511"
"57a2ed09d3cde8734d006e30",19,1,4.20168067226891,"5",1,"1","511"
"57a2f7d8d3cde8b510006ccd",19,1,11.6984813502,"5",1,"1","511"
"57a3abafd2cde8e24aa8c47c",19,1,2.44658531643584,"5",1,"1","511"
"57a3b26bd4cde8b13150c705",19,1,9.82547687331104,"5",1,"1","511"
"57a3b33ad2cde8e84aa8c4c3",19,1,2.94764306199331,"5",1,"1","511"
"57a4652bd3cde89570dd4a87",18,1,6.87783381131773,"5",1,"1","511"
"57a47408d2cde80937394de0",18,1,3.996981127985,"5",1,"1","511"
"57a4cffed2cde88d132a090b",18,1,4.91273843665552,"5",1,"1","511"
"57a4d514d3cde8c84674ef3e",18,1,2.13231877223078,"5",1,"1","511"
"57a538fdd4cde83645ed6b6d",17,1,10.7025210084034,"5",1,"1","511"
"57a5b3b6d2cde83e732a09ee",14,1,2.10084033613445,"5",1,"1","511"
"57a5dec1d3cde88d3f74ef65",17,1,9.7487344585,"5",1,"1","511"
"57a5e217d3cde8af3f74ef11",17,1,9.80082183267382,"5",1,"1","511"
"57a60a24d4cde8af38ed6b83",17,1,6.24166666666667,"5",1,"1","511"
"57a61d22d4cde8af38ed6bc5",17,1,5.796997960731,"5",1,"1","511"
"57a62051d4cde8d538ed6bb2",17,1,2.4274348801665,"5",1,"1","511"
"57a6ea87d3cde8bd7b74ee8d",16,1,0.87273561632244,"5",1,"1","511"
"57a6eb26d2cde8c25b2a092d",12,1,3.03839544138929,"5",1,"1","511"
"57a6f112d3cde8bd7b74eec5",16,1,3.18487394957983,"5",1,"1","511"
"57a6fb40d3cde86e7074ee2b",16,1,10.13868383684,"5",1,"1","511"
"57a72455d3cde8ed7074eea0",16,1,1.9497468917,"5",1,"1","511"
"57a72f86d3cde86f7074ef0e",16,1,9.7487344585,"5",1,"1","511"
"57a739aed3cde8ea7074ef3e",16,1,5.38065118613793,"5",1,"1","511"
"57a7465ad2cde837282a08b8",16,1,4.07276620950472,"5",1,"1","511"
"57a76751d3cde8183774ee77",16,1,0.389949378340002,"5",1,"1","511"
"57a77661d2cde8b3272a0925",16,1,9.79102101084115,"5",1,"1","511"
"57a78ccad3cde83f7b74ee78",16,1,7.311550843875,"5",1,"1","511"
"57a7972dd3cde8847b74ee5f",16,1,8.39495798319328,"5",1,"1","511"
"57a7a39ed3cde8407b74eeae",16,1,2.15618080318824,"5",1,"1","511"
"57a7afb3d4cde8f70fed6b4e",16,1,2.44040463633578,"5",1,"1","511"
"57a7baf3d2cde841732a0982",16,1,4.90041091633691,"5",1,"1","511"
"57a864eed2cde8622e2a0946",15,1,2.4274348801665,"5",1,"1","511"
"57a88f60d3cde8b15674eee5",15,1,10.4957983193277,"5",1,"1","511"
"57a8acebd4cde8357c2e1806",15,1,4.84853120179133,"5",1,"1","511"
"57a8b3b9d2cde88d013b5039",15,1,8.92129741129605,"5",1,"1","511"
"57a8c734d3cde8fb351c436c",15,1,9.20251222099994,"5",1,"1","511"
"57a8cf65d2cde8e5363b4fd9",15,1,4.20168067226891,"5",1,"1","511"
"57a8dc3ad3cde831361c43d5",13,1,9.63605411412033,"5",1,"1","511"
"57a8eb63d2cde8ee363b508e",15,1,11.0492881833776,"5",1,"1","511"
"57a8f2ced2cde8d4363b5076",12,1,4.82055391136901,"5",1,"1","511"
"57a971b8d2cde8f6733b509d",14,1,7.26309974028341,"5",1,"1","511"
"57a9846cd2cde82a673b5029",14,1,7.075,"5",1,"1","511"
"57a998f7d3cde887021c4375",14,1,10.825,"5",1,"1","511"
"57a9b759d2cde8a10e3b5042",14,1,6.25,"5",1,"1","511"
